id,label,interactions
Miroslav Lajcak,Miroslav Lajcak,2
REEF CONDO unit 0060,REEF CONDO unit 0060,1
Joseph Rueda,Joseph Rueda,1
phone conversation,phone conversation,1
Second Amended Complaint,Second Amended Complaint,1
Sheikh Hamad bin Jassim al-Thani,Sheikh Hamad bin Jassim al-Thani,17
Mira hotel,Mira hotel,1
correspondent's email address with Tom Pritzker,correspondent's email address with Tom Pritzker,1
Deception,Deception,1
false flags,false flags,1
his girl will see George in Germany,his girl will see George in Germany,1
Network of named individuals,Network of named individuals,1
Dubai,Dubai,3
"Wittgenstein, Chomsky, Thiel, and other academics","Wittgenstein, Chomsky, Thiel, and other academics",1
Nathan Wolf,Nathan Wolf,2
unknown person A (HOUSE_OVERSIGHT_027536) (HOUSE_OVERSIGHT_027536),unknown person A (HOUSE_OVERSIGHT_027536) (HOUSE_OVERSIGHT_027536),4
Peggy Siegal,Peggy Siegal,48
Aliyev,Aliyev,1
unknown person A (TEXT-001-HOUSE_OVERSIGHT_027568),unknown person A (TEXT-001-HOUSE_OVERSIGHT_027568),23
WEE,WEE,1
Nobel Prize winning physicists,Nobel Prize winning physicists,1
Jeremy Rubin,Jeremy Rubin,4
Boeing 727,Boeing 727,4
Hurricane Florence,Hurricane Florence,1
mathematics teacher,mathematics teacher,1
young women at Wolff's residence and private aircraft,young women at Wolff's residence and private aircraft,1
Democratic candidates and causes,Democratic candidates and causes,1
three 12-year-old French girls,three 12-year-old French girls,1
currency exchange markets,currency exchange markets,1
unknown person A (HOUSE_OVERSIGHT_032682),unknown person A (HOUSE_OVERSIGHT_032682),7
Prince Andrew and Ghislaine Maxwell,Prince Andrew and Ghislaine Maxwell,2
Kirkland and Ellis,Kirkland and Ellis,1
Windsor royal event attendance,Windsor royal event attendance,1
Ghislaine (company),Ghislaine (company),1
unknown person C (HOUSE_OVERSIGHT_027385),unknown person C (HOUSE_OVERSIGHT_027385),1
girls hired for massage services,girls hired for massage services,1
Nadia Bjorlin,Nadia Bjorlin,9
Charles Schumer,Charles Schumer,3
Woody Allen,Woody Allen,25
Kovel agreement for legal privilege,Kovel agreement for legal privilege,1
black diary,black diary,1
United States legal system,United States legal system,4
Sarah (victim who violated drug rules),Sarah (victim who violated drug rules),1
Scientific Advisory Board of the Foundation,Scientific Advisory Board of the Foundation,1
narrator and Alexandria Cousteau,narrator and Alexandria Cousteau,1
scuba diving expedition,scuba diving expedition,1
conspiring to entice minors to engage in prostitution,conspiring to entice minors to engage in prostitution,1
"brother's apartment complex at 301 E 66th St, Manhattan","brother's apartment complex at 301 E 66th St, Manhattan",1
Jonathan Karl,Jonathan Karl,1
Tom Barrack,Tom Barrack,22
Marvin Davis,Marvin Davis,6
house in Palm Beach,house in Palm Beach,1
Boeing B727 aircraft sale transaction,Boeing B727 aircraft sale transaction,2
multiple underage victims,multiple underage victims,1
Jermaine,Jermaine,6
other young women for sexual exploitation,other young women for sexual exploitation,1
Jane Doe No. 3 (HOUSE_OVERSIGHT_021434_part2) (HOUSE_OVERSIGHT_021434_part2),Jane Doe No. 3 (HOUSE_OVERSIGHT_021434_part2) (HOUSE_OVERSIGHT_021434_part2),1
massage therapy courses,massage therapy courses,1
victims for provocative photographs,victims for provocative photographs,1
mbz,mbz,1
unknown person A (HOUSE_OVERSIGHT_021775) (HOUSE_OVERSIGHT_021775),unknown person A (HOUSE_OVERSIGHT_021775) (HOUSE_OVERSIGHT_021775),1
victim and Ghislaine Maxwell,victim and Ghislaine Maxwell,1
Woodward book and Trump,Woodward book and Trump,1
victim regarding love and monogamy,victim regarding love and monogamy,1
procurement of minors to engage in and solicitation of prostitution,procurement of minors to engage in and solicitation of prostitution,1
Attorney General investigation of Russia probe origins,Attorney General investigation of Russia probe origins,1
Jane Doe case (HOUSE_OVERSIGHT_013380),Jane Doe case (HOUSE_OVERSIGHT_013380),1
group sexual activity,group sexual activity,1
private investigator,private investigator,1
United Nations president,United Nations president,1
Unknown person A (HOUSE_OVERSIGHT_031054) (HOUSE_OVERSIGHT_031054),Unknown person A (HOUSE_OVERSIGHT_031054) (HOUSE_OVERSIGHT_031054),6
narrator's father,narrator's father,1
recruited girls and the narrator,recruited girls and the narrator,1
"names, details, and payments of victims","names, details, and payments of victims",1
multiple cities,multiple cities,1
unknown professional massage therapist,unknown professional massage therapist,1
unnamed client,unnamed client,1
international business and mathematics,international business and mathematics,1
Gratitude America,Gratitude America,2
massage therapist narrator,massage therapist narrator,2
that day,that day,1
unknown person A (HOUSE_OVERSIGHT_021172),unknown person A (HOUSE_OVERSIGHT_021172),2
unknown person A (HOUSE_OVERSIGHT_027515) (HOUSE_OVERSIGHT_027515),unknown person A (HOUSE_OVERSIGHT_027515) (HOUSE_OVERSIGHT_027515),28
doctor,doctor,1
the evangelist on China threat issue,the evangelist on China threat issue,1
unknown person A (HOUSE_OVERSIGHT_023208_part1) (HOUSE_OVERSIGHT_023208_part1),unknown person A (HOUSE_OVERSIGHT_023208_part1) (HOUSE_OVERSIGHT_023208_part1),1
traffic helicopter,traffic helicopter,1
Drew Farkas,Drew Farkas,1
Brett Kavanaugh,Brett Kavanaugh,3
narrator and Rena,narrator and Rena,2
victims' rights,victims' rights,15
article about Senate investigating Epstein-related matters,article about Senate investigating Epstein-related matters,1
deal disruption regarding Trump,deal disruption regarding Trump,1
NATO official and shared acquaintance,NATO official and shared acquaintance,1
unknown person A (HOUSE_OVERSIGHT_025733),unknown person A (HOUSE_OVERSIGHT_025733),1
Quora Digest,Quora Digest,1
Ehud Barak's U.S. diplomatic visit,Ehud Barak's U.S. diplomatic visit,1
"brother's apartment complex at 301 E 66 St, Manhattan","brother's apartment complex at 301 E 66 St, Manhattan",1
Richard Joshi,Richard Joshi,1
foreign espionage,foreign espionage,1
email confidentiality disclaimer,email confidentiality disclaimer,1
unknown person A (HOUSE_OVERSIGHT_030581) (HOUSE_OVERSIGHT_030581),unknown person A (HOUSE_OVERSIGHT_030581) (HOUSE_OVERSIGHT_030581),1
New York Magazine,New York Magazine,8
error notification,error notification,1
housed victims,housed victims,1
unknown person A (HOUSE_OVERSIGHT_025509),unknown person A (HOUSE_OVERSIGHT_025509),3
three 12-year-old sisters,three 12-year-old sisters,1
Jerome Pierre (household staff),Jerome Pierre (household staff),1
multiple unnamed victims,multiple unnamed victims,1
obstruction of justice allegation,obstruction of justice allegation,1
Little St. Jeff's island with visiting guests and young women,Little St. Jeff's island with visiting guests and young women,1
Paris,Paris,25
Scientific advisory board,Scientific advisory board,1
Unknown person A (HOUSE_OVERSIGHT_027735) (HOUSE_OVERSIGHT_027735),Unknown person A (HOUSE_OVERSIGHT_027735) (HOUSE_OVERSIGHT_027735),16
Brett D. Jaffe,Brett D. Jaffe,2
narrator and Ghislaine Maxwell,narrator and Ghislaine Maxwell,1
confidential document,confidential document,2
unknown person A (HOUSE_OVERSIGHT_021200),unknown person A (HOUSE_OVERSIGHT_021200),5
potential child of the author,potential child of the author,1
Monday night,Monday night,1
13 months incarceration with work-release provisions,13 months incarceration with work-release provisions,1
procurement of minors and solicitation of prostitution,procurement of minors and solicitation of prostitution,1
Goldman Sachs partners,Goldman Sachs partners,1
unknown person A (HOUSE_OVERSIGHT_029923) (HOUSE_OVERSIGHT_029923),unknown person A (HOUSE_OVERSIGHT_029923) (HOUSE_OVERSIGHT_029923),2
addendum to plea agreement,addendum to plea agreement,1
Peter Mandelson,Peter Mandelson,27
tax schemes,tax schemes,1
communications and correspondence,communications and correspondence,2
Trump's media positioning,Trump's media positioning,1
unknown person A (HOUSE_OVERSIGHT_018982),unknown person A (HOUSE_OVERSIGHT_018982),1
strictly prohibited and potentially unlawful,strictly prohibited and potentially unlawful,1
foreign underage girls,foreign underage girls,1
Heather Gray,Heather Gray,2
key witnesses,key witnesses,1
Origins Project at Arizona State University,Origins Project at Arizona State University,3
unknown person A (HOUSE_OVERSIGHT_032158),unknown person A (HOUSE_OVERSIGHT_032158),1
question about procuring minors for prostitution,question about procuring minors for prostitution,1
Pompeo and Bolton,Pompeo and Bolton,1
Origins Project at ASU,Origins Project at ASU,5
Jane Doe (HOUSE_OVERSIGHT_021434_part2) (HOUSE_OVERSIGHT_021434_part2),Jane Doe (HOUSE_OVERSIGHT_021434_part2) (HOUSE_OVERSIGHT_021434_part2),1
double whoops,double whoops,1
unknown person A (HOUSE_OVERSIGHT_022250) (HOUSE_OVERSIGHT_022250),unknown person A (HOUSE_OVERSIGHT_022250) (HOUSE_OVERSIGHT_022250),1
watch,watch,1
congressional subpoena,congressional subpoena,3
unknown person A (HOUSE_OVERSIGHT_021434_part2) (HOUSE_OVERSIGHT_021434_part2),unknown person A (HOUSE_OVERSIGHT_021434_part2) (HOUSE_OVERSIGHT_021434_part2),2
unknown person B (HOUSE_OVERSIGHT_021439),unknown person B (HOUSE_OVERSIGHT_021439),1
Michael J. Pike,Michael J. Pike,3
Unidentified Female,Unidentified Female,1
enroute to meeting,enroute to meeting,1
Plaintiff Brunel,Plaintiff Brunel,4
state charges of solicitation of prostitution,state charges of solicitation of prostitution,1
6 days,6 days,1
Qatari delegation visit to Trump Tower in December 2016,Qatari delegation visit to Trump Tower in December 2016,1
Anderson Cooper interview,Anderson Cooper interview,1
unknown female massage provider,unknown female massage provider,2
Brock Pierce,Brock Pierce,18
high school transcript,high school transcript,1
entertainment/political activities,entertainment/political activities,1
unknown minor A,unknown minor A,2
Seed Media Group,Seed Media Group,3
Solow Tower,Solow Tower,1
State Department personnel engagement,State Department personnel engagement,1
U.S. Attorney's Office for the Southern District of Florida,U.S. Attorney's Office for the Southern District of Florida,24
Federal Grand Jury sub???file request,Federal Grand Jury sub???file request,1
unknown person A (HOUSE_OVERSIGHT_023291_part2) (HOUSE_OVERSIGHT_023291_part2),unknown person A (HOUSE_OVERSIGHT_023291_part2) (HOUSE_OVERSIGHT_023291_part2),1
unknown person A (HOUSE_OVERSIGHT_021163),unknown person A (HOUSE_OVERSIGHT_021163),4
flight,flight,2
Reid Weingarten,Reid Weingarten,477
jury trial,jury trial,1
New York Academy of the Arts,New York Academy of the Arts,1
potential connections,potential connections,1
Kurtz,Kurtz,2
John Watson,John Watson,1
Nick Ribis,Nick Ribis,1
Fox News article about DOJ probe into plea bargain for 'alleged pedophile predator Jeffrey Epstein',Fox News article about DOJ probe into plea bargain for 'alleged pedophile predator Jeffrey Epstein',1
Scientific Web Group,Scientific Web Group,1
power players,power players,2
interstate commerce,interstate commerce,1
Andy Warhol,Andy Warhol,1
Jane Doe Number Two (HOUSE_OVERSIGHT_017626),Jane Doe Number Two (HOUSE_OVERSIGHT_017626),1
prostitution solicitation charge,prostitution solicitation charge,1
unknown girl,unknown girl,2
"price of oil, Euro, and Danish Krone","price of oil, Euro, and Danish Krone",1
girls,girls,5
full-time male masseur (former Ultimate Fighting champion),full-time male masseur (former Ultimate Fighting champion),1
plea offer,plea offer,1
plea deal with state of Florida,plea deal with state of Florida,1
Polish tragedy,Polish tragedy,1
nobody knows nothing,nobody knows nothing,1
misdirected communications,misdirected communications,1
soliciting a 14-year-old hooker,soliciting a 14-year-old hooker,1
government formation,government formation,1
Jane Doe #4 (HOUSE_OVERSIGHT_010568),Jane Doe #4 (HOUSE_OVERSIGHT_010568),1
local jurisdiction,local jurisdiction,1
Eric,Eric,4
18-month prison sentence,18-month prison sentence,2
work-release program and flexible incarceration,work-release program and flexible incarceration,1
Assistant U.S. Attorneys Jeffrey Sloman and Ann Marie Villafafia,Assistant U.S. Attorneys Jeffrey Sloman and Ann Marie Villafafia,1
unknown person A (HOUSE_OVERSIGHT_024229) (HOUSE_OVERSIGHT_024229),unknown person A (HOUSE_OVERSIGHT_024229) (HOUSE_OVERSIGHT_024229),1
multiple civil lawsuits with victims,multiple civil lawsuits with victims,1
CNN article about IUDs and Trump,CNN article about IUDs and Trump,1
unknown person A (HOUSE_OVERSIGHT_030509) (HOUSE_OVERSIGHT_030509),unknown person A (HOUSE_OVERSIGHT_030509) (HOUSE_OVERSIGHT_030509),2
email communication and attachments,email communication and attachments,1
house arrest and became free man,house arrest and became free man,1
two women,two women,1
unknown victim B,unknown victim B,5
unknown person A (HOUSE_OVERSIGHT_025495),unknown person A (HOUSE_OVERSIGHT_025495),3
child sex trafficking and procurement of underage girls,child sex trafficking and procurement of underage girls,1
unknown person A (TEXT-001-HOUSE_OVERSIGHT_019446),unknown person A (TEXT-001-HOUSE_OVERSIGHT_019446),1
Power,Power,1
George Soros,George Soros,4
Amanda Ens,Amanda Ens,3
young French girl,young French girl,1
solicitation of underage prostitutes,solicitation of underage prostitutes,1
civil lawsuits by victims,civil lawsuits by victims,1
13 months (of 18-month sentence) with work-release,13 months (of 18-month sentence) with work-release,1
social meeting,social meeting,1
Kathy got sick and canceled entire trip,Kathy got sick and canceled entire trip,1
information filed by State Attorney???s Office,information filed by State Attorney???s Office,1
GPS ankle bracelet,GPS ankle bracelet,1
prostitution_related_felonies,prostitution_related_felonies,1
court authorities,court authorities,1
unknown person A (HOUSE_OVERSIGHT_022936) (HOUSE_OVERSIGHT_022936),unknown person A (HOUSE_OVERSIGHT_022936) (HOUSE_OVERSIGHT_022936),4
Republican debate coverage and political developments,Republican debate coverage and political developments,1
The Jeffrey Epstein Science Foundation,The Jeffrey Epstein Science Foundation,1
Adriana Mucinska Ross,Adriana Mucinska Ross,1
Chaunce the gardener,Chaunce the gardener,1
Dalton,Dalton,3
13 months in Palm Beach county jail,13 months in Palm Beach county jail,1
civil victims,civil victims,1
foreign entities,foreign entities,2
Granada,Granada,1
Woody Allen media release,Woody Allen media release,1
lenient plea deal,lenient plea deal,1
Forbes 400 wealth increase,Forbes 400 wealth increase,1
women,women,3
Black community,Black community,1
Florida Prison,Florida Prison,1
Yemen geopolitical situation,Yemen geopolitical situation,1
David Grosof,David Grosof,34
Radar Online,Radar Online,1
folks may view Mueller case as witch hunt,folks may view Mueller case as witch hunt,1
Thorbj??rn Jagland,Thorbj??rn Jagland,1
procuring teen girls for prostitution,procuring teen girls for prostitution,4
Story,Story,1
18 months incarceration,18 months incarceration,3
Michael Avenatti,Michael Avenatti,1
unknown person A (HOUSE_OVERSIGHT_012423),unknown person A (HOUSE_OVERSIGHT_012423),2
social facilitation role,social facilitation role,1
tax investigation announcement,tax investigation announcement,1
unknown person A (HOUSE_OVERSIGHT_021761) (HOUSE_OVERSIGHT_021761),unknown person A (HOUSE_OVERSIGHT_021761) (HOUSE_OVERSIGHT_021761),1
religion,religion,1
unknown person C (HOUSE_OVERSIGHT_021761) (HOUSE_OVERSIGHT_021761),unknown person C (HOUSE_OVERSIGHT_021761) (HOUSE_OVERSIGHT_021761),1
Jane Doe 1 (HOUSE_OVERSIGHT_014847),Jane Doe 1 (HOUSE_OVERSIGHT_014847),1
unknown person D (HOUSE_OVERSIGHT_021761) (HOUSE_OVERSIGHT_021761),unknown person D (HOUSE_OVERSIGHT_021761) (HOUSE_OVERSIGHT_021761),1
unknown person A (HOUSE_OVERSIGHT_027553),unknown person A (HOUSE_OVERSIGHT_027553),2
document recipients,document recipients,7
unknown person D (HOUSE_OVERSIGHT_021764) (HOUSE_OVERSIGHT_021764),unknown person D (HOUSE_OVERSIGHT_021764) (HOUSE_OVERSIGHT_021764),1
Sultan,Sultan,2
Ken,Ken,2
Columbia University College of Dental Medicine,Columbia University College of Dental Medicine,1
felony charge of solicitation of prostitution,felony charge of solicitation of prostitution,1
constitutional_argument,constitutional_argument,1
unknown person A (HOUSE_OVERSIGHT_021767),unknown person A (HOUSE_OVERSIGHT_021767),1
Harvard program,Harvard program,1
waterside mansion,waterside mansion,1
unknown person A (HOUSE_OVERSIGHT_022773) (HOUSE_OVERSIGHT_022773),unknown person A (HOUSE_OVERSIGHT_022773) (HOUSE_OVERSIGHT_022773),2
Chomsky meeting,Chomsky meeting,1
Gyd??rgy Schwartz,Gyd??rgy Schwartz,1
palatial home in Manhattan,palatial home in Manhattan,1
monarchy,monarchy,1
Bill de Blasio presidential announcement,Bill de Blasio presidential announcement,1
S.G.,S.G.,1
United States Court,United States Court,2
Gerald Lefcourt,Gerald Lefcourt,3
unknown person B (HOUSE_OVERSIGHT_021773),unknown person B (HOUSE_OVERSIGHT_021773),2
solicitation of prostitution charge,solicitation of prostitution charge,3
16-year-old girl,16-year-old girl,1
public scandal and ridicule,public scandal and ridicule,1
his behavior was inappropriate,his behavior was inappropriate,1
friends to counsel him on behavior,friends to counsel him on behavior,1
$30 million to Program for Evolutionary Dynamics at Harvard University,$30 million to Program for Evolutionary Dynamics at Harvard University,1
email address,email address,1
private psychiatrist for counseling,private psychiatrist for counseling,1
misha gas,misha gas,1
tax schemes reporting,tax schemes reporting,1
unknown person A (HOUSE_OVERSIGHT_021806) (HOUSE_OVERSIGHT_021806),unknown person A (HOUSE_OVERSIGHT_021806) (HOUSE_OVERSIGHT_021806),2
consumer digitization plans and product boycotts,consumer digitization plans and product boycotts,1
unknown person A (HOUSE_OVERSIGHT_021808) (HOUSE_OVERSIGHT_021808),unknown person A (HOUSE_OVERSIGHT_021808) (HOUSE_OVERSIGHT_021808),5
various people (men),various people (men),1
Bernie Ebbers,Bernie Ebbers,1
OpenCog Hong Kong project,OpenCog Hong Kong project,1
international media coverage,international media coverage,1
Lloyd Grove,Lloyd Grove,1
unknown person B (HOUSE_OVERSIGHT_021811) (HOUSE_OVERSIGHT_021811),unknown person B (HOUSE_OVERSIGHT_021811) (HOUSE_OVERSIGHT_021811),2
approximately 23-24 minors,approximately 23-24 minors,1
NGOs,NGOs,1
S.R.,S.R.,3
news article about Israel and Golan Heights,news article about Israel and Golan Heights,1
Jonathan Farkas,Jonathan Farkas,32
Shutters on the Beach,Shutters on the Beach,2
CNN Anderson Cooper program from Vatican City,CNN Anderson Cooper program from Vatican City,1
Miss Roberts,Miss Roberts,1
Jean-Luc Brunel,Jean-Luc Brunel,1
unknown person (identified as MsM) (HOUSE_OVERSIGHT_023024) (HOUSE_OVERSIGHT_023024),unknown person (identified as MsM) (HOUSE_OVERSIGHT_023024) (HOUSE_OVERSIGHT_023024),1
Bill Siegel,Bill Siegel,17
local conduct,local conduct,1
J. Epstein and Co.,J. Epstein and Co.,2
names of trafficked girls,names of trafficked girls,1
George Tenet,George Tenet,1
unknown person A (TEXT-001-HOUSE_OVERSIGHT_022773),unknown person A (TEXT-001-HOUSE_OVERSIGHT_022773),1
federal sex crimes prosecution,federal sex crimes prosecution,1
island visits,island visits,1
Artificial Intelligence,Artificial Intelligence,1
little black book,little black book,1
narrator,narrator,26
Unknown person A (HOUSE_OVERSIGHT_025491),Unknown person A (HOUSE_OVERSIGHT_025491),3
October 2005 flight log,October 2005 flight log,1
sex abuse litigation,sex abuse litigation,1
civil litigation,civil litigation,1
multiple associates,multiple associates,1
Fifth Amendment,Fifth Amendment,2
former judges and FBI officials,former judges and FBI officials,1
knowledge of Alan Dershowitz,knowledge of Alan Dershowitz,1
Peking,Peking,1
Alicia Valle,Alicia Valle,8
MIT professors,MIT professors,1
appeal to Washington D.C. was rejected,appeal to Washington D.C. was rejected,1
"18 months imprisonment, sex offender registration, and victim restitution","18 months imprisonment, sex offender registration, and victim restitution",1
Queen's birthday at Windsor Castle,Queen's birthday at Windsor Castle,1
recruit and bring back another girl for sexual purposes,recruit and bring back another girl for sexual purposes,1
her marriage and departure,her marriage and departure,1
JeffreyEpsteinScience.com,JeffreyEpsteinScience.com,2
birthday celebration description,birthday celebration description,1
Stephen Hawking and other Nobel Prize-winning physicists,Stephen Hawking and other Nobel Prize-winning physicists,1
underage girl victims,underage girl victims,1
Michael D. Cohen,Michael D. Cohen,5
chocolate,chocolate,1
Barbro C. Ehnbom,Barbro C. Ehnbom,9
Jane Doe 1 and 2 (HOUSE_OVERSIGHT_022834) (HOUSE_OVERSIGHT_022834),Jane Doe 1 and 2 (HOUSE_OVERSIGHT_022834) (HOUSE_OVERSIGHT_022834),1
protest activity,protest activity,1
"21 physicists from Princeton, Harvard, MIT, and CERN","21 physicists from Princeton, Harvard, MIT, and CERN",1
afternoon,afternoon,1
Lolita,Lolita,2
Unknown person A (TEXT-001-HOUSE_OVERSIGHT_027792),Unknown person A (TEXT-001-HOUSE_OVERSIGHT_027792),2
Ana,Ana,1
Ivan Fisher and others,Ivan Fisher and others,1
Internat Assets Group,Internat Assets Group,1
Vanity Fair,Vanity Fair,2
any wrongdoing,any wrongdoing,1
G Maxwell,G Maxwell,1
unknown person A (HOUSE_OVERSIGHT_030244) (HOUSE_OVERSIGHT_030244),unknown person A (HOUSE_OVERSIGHT_030244) (HOUSE_OVERSIGHT_030244),1
eighteen months in state jail,eighteen months in state jail,4
legal consequences,legal consequences,1
journalist,journalist,3
Mort Zuckerman,Mort Zuckerman,16
unknown person A (HOUSE_OVERSIGHT_021978),unknown person A (HOUSE_OVERSIGHT_021978),1
unknown person A (HOUSE_OVERSIGHT_027387),unknown person A (HOUSE_OVERSIGHT_027387),3
underage girls from foreign countries,underage girls from foreign countries,2
Robert Lawrence Kuhn's enjoyment,Robert Lawrence Kuhn's enjoyment,1
legal team,legal team,1
Clinton philanthropic causes,Clinton philanthropic causes,5
Dialog 2014 retreat,Dialog 2014 retreat,2
alleged trafficking,alleged trafficking,1
recipient's duration in Europe,recipient's duration in Europe,1
727 airplane,727 airplane,1
FTC,FTC,1
diminutive women,diminutive women,1
unknown person A (HOUSE_OVERSIGHT_022973),unknown person A (HOUSE_OVERSIGHT_022973),1
unknown person A (HOUSE_OVERSIGHT_021990),unknown person A (HOUSE_OVERSIGHT_021990),1
JaMeES Patterson,JaMeES Patterson,8
unnamed recipient,unnamed recipient,15
media article,media article,1
"Jean Luc Brunel, Ghislaine Maxwell, Alfonso Rodriguez, Nadia Marcinkova","Jean Luc Brunel, Ghislaine Maxwell, Alfonso Rodriguez, Nadia Marcinkova",1
"Richard Joslin, Joe Avantario, Brad Wechsler","Richard Joslin, Joe Avantario, Brad Wechsler",1
sexual encounters (referred to as 'massage'),sexual encounters (referred to as 'massage'),1
unnamed plaintiff,unnamed plaintiff,1
finger food,finger food,1
Melinda Gates,Melinda Gates,3
Ward,Ward,4
World Cup Final,World Cup Final,1
Kuhn Foundation charitable status,Kuhn Foundation charitable status,1
townhouse,townhouse,1
United States Congress,United States Congress,2
inmates of the Gun Club,inmates of the Gun Club,1
multiple foreign victims and narrator,multiple foreign victims and narrator,1
Jessica Cadwell,Jessica Cadwell,10
house on El Brillo Way,house on El Brillo Way,1
late tonight,late tonight,1
sex offense charges,sex offense charges,1
unknown person A (HOUSE_OVERSIGHT_032052),unknown person A (HOUSE_OVERSIGHT_032052),1
people in California,people in California,1
Oman,Oman,1
Unknown recipients,Unknown recipients,1
pornography websites and sexual networking platforms,pornography websites and sexual networking platforms,1
Queen Elizabeth II,Queen Elizabeth II,2
household staff members,household staff members,1
New York Post,New York Post,4
not coming until tomorrow,not coming until tomorrow,1
sexual offenses,sexual offenses,1
other minor females,other minor females,1
psychopathology_report,psychopathology_report,1
Robin Leach,Robin Leach,2
check 2515 ($125.00),check 2515 ($125.00),1
Stephen Hawking,Stephen Hawking,9
scientific conference,scientific conference,1
"JeffreyEpsteinFoundation.com, JeffreyEpsteinScience.com","JeffreyEpsteinFoundation.com, JeffreyEpsteinScience.com",1
"Mount Sinai Hospital, Ballet Palm Beach","Mount Sinai Hospital, Ballet Palm Beach",1
millions,millions,1
James Patterson,James Patterson,3
Art of the Deal,Art of the Deal,1
unknown person A (HOUSE_OVERSIGHT_022056),unknown person A (HOUSE_OVERSIGHT_022056),3
vastly wealthy people and families,vastly wealthy people and families,1
Lafayette High School,Lafayette High School,7
Tipper Gore,Tipper Gore,2
Dalton School,Dalton School,13
Vernon Jordan,Vernon Jordan,2
real estate follow-up,real estate follow-up,1
alleged insider trading and improper conduct,alleged insider trading and improper conduct,1
Hamad bin Jassim,Hamad bin Jassim,1
Drysdale Securities collapse,Drysdale Securities collapse,1
Andrew Weissmann,Andrew Weissmann,1
state prison,state prison,1
Michael Stroll and other wealthy investors,Michael Stroll and other wealthy investors,1
Lisa Svensson,Lisa Svensson,3
psychological traits related to child sexual abuse,psychological traits related to child sexual abuse,1
Greenberg,Greenberg,1
Bill Barr appointment,Bill Barr appointment,1
SEC investigators (Jonathan Harris and Robert Blackburn),SEC investigators (Jonathan Harris and Robert Blackburn),1
annual bonus,annual bonus,1
international meetings,international meetings,1
unknown person B (HOUSE_OVERSIGHT_025353) (HOUSE_OVERSIGHT_025353),unknown person B (HOUSE_OVERSIGHT_025353) (HOUSE_OVERSIGHT_025353),1
recipient's location and travel plans,recipient's location and travel plans,1
rocket ship,rocket ship,1
state charge of soliciting prostitution with a minor,state charge of soliciting prostitution with a minor,1
Trump organization,Trump organization,2
unknown person A (HOUSE_OVERSIGHT_027742),unknown person A (HOUSE_OVERSIGHT_027742),3
unknown person (HOUSE_OVERSIGHT_014118_part2) (HOUSE_OVERSIGHT_014118_part2),unknown person (HOUSE_OVERSIGHT_014118_part2) (HOUSE_OVERSIGHT_014118_part2),3
disputed payment claim,disputed payment claim,1
Bernard Hoffenberg's Ponzi scheme,Bernard Hoffenberg's Ponzi scheme,1
Woodward book and political strategy effectiveness,Woodward book and political strategy effectiveness,1
Mandelson,Mandelson,1
question about sexual assault,question about sexual assault,1
Concorde,Concorde,1
"intellectual history, world affairs, geopolitics, foundations of mathematics, plant communication","intellectual history, world affairs, geopolitics, foundations of mathematics, plant communication",1
unknown person A (HOUSE_OVERSIGHT_026211),unknown person A (HOUSE_OVERSIGHT_026211),6
underage trafficking victims,underage trafficking victims,3
Brook Pierce,Brook Pierce,7
President,President,1
unknown person A (HOUSE_OVERSIGHT_031492) (HOUSE_OVERSIGHT_031492),unknown person A (HOUSE_OVERSIGHT_031492) (HOUSE_OVERSIGHT_031492),2
New York magazine,New York magazine,2
unknown person C,unknown person C,30
conversation participants,conversation participants,2
Trump's estate,Trump's estate,1
Brandon Thompson,Brandon Thompson,1
Sarah Ferguson (Duchess of York),Sarah Ferguson (Duchess of York),1
Scientific topics,Scientific topics,1
criminal charges,criminal charges,1
psychopathy and narcissism,psychopathy and narcissism,1
Chinese military and economic capabilities,Chinese military and economic capabilities,1
unknown victims,unknown victims,1
theoretical physicists and scientists,theoretical physicists and scientists,1
billionaire involved in alleged incident with young girl,billionaire involved in alleged incident with young girl,1
bedroom,bedroom,1
Al Seckel,Al Seckel,15
Kate Middleton,Kate Middleton,1
Joseph Goebbels,Joseph Goebbels,1
Jordan (character) in SVU episode,Jordan (character) in SVU episode,1
his own story,his own story,1
pilot,pilot,1
Philip Treacy,Philip Treacy,1
women at Manhattan tower,women at Manhattan tower,1
13 months in jail,13 months in jail,8
unknown person A (HOUSE_OVERSIGHT_030319),unknown person A (HOUSE_OVERSIGHT_030319),1
unknown person (HOUSE_OVERSIGHT_027386),unknown person (HOUSE_OVERSIGHT_027386),4
psychological treatment,psychological treatment,1
Household Account (Palm Beach National Bank),Household Account (Palm Beach National Bank),2
math teacher,math teacher,2
create new hacker group called red white and blue hats,create new hacker group called red white and blue hats,1
unknown person A (HOUSE_OVERSIGHT_022187) (HOUSE_OVERSIGHT_022187),unknown person A (HOUSE_OVERSIGHT_022187) (HOUSE_OVERSIGHT_022187),1
Ariana Huffington,Ariana Huffington,3
unknown person A (HOUSE_OVERSIGHT_022189) (HOUSE_OVERSIGHT_022189),unknown person A (HOUSE_OVERSIGHT_022189) (HOUSE_OVERSIGHT_022189),1
Politico reporter's investigation of Epstein-related court filings,Politico reporter's investigation of Epstein-related court filings,1
Illtoday,Illtoday,1
sexual exploitation allegations,sexual exploitation allegations,1
Rudy,Rudy,1
unnamed Prime Minister,unnamed Prime Minister,1
